"Article","Year","Stem"
"Raising Academic Performance in Socio-cognitive Conflict Learning Through Gamification",2020,"socio-cognitive conflict"
"Towards Interpretable Deep Learning Models for Knowledge Tracing",2020,"interpret"
"Early Prediction of Success in MOOC from Video Interaction Features",2020,"video watching trac"
"Predicting Reading Comprehension from Constructed Responses: Explanatory Retrievals as Stealth Assessment",2020,"science learn"
"An Approach to Model Children’s Inhibition During Early Literacy and Numeracy Acquisition",2020,"student model"
"Confrustion and Gaming While Learning with Erroneous Examples in a Decimals Game",2020,"erroneous exampl"
"Learning Outcomes and Their Relatedness Under Curriculum Drift",2020,"data drift"
"Scientific Modeling Using Large Scale Knowledge",2020,"inquiry-based model"
"Promoting Learning and Satisfaction of Children When Interacting with an Emotional Companion to Program",2020,"teaching program"
"Automatic Grading System Using Sentence-BERT Network",2020,"natural language process"
"Extended Multi-document Cohesion Network Analysis Centered on Comprehension Prediction",2020,"cohesion network analysi"
"Supporting Empathy Training Through Virtual Patients",2020,"interpersonal skil"
"Generating Game Levels to Develop Computer Science Competencies in Game-Based Learning Environments",2020,"game-based learn"
"An Evaluation of Data-Driven Programming Hints in a Classroom Setting",2020,"computing educ"
"Deep Knowledge Tracing with Transformers",2020,"deep knowledge trac"
"Relationships Between Body Postures and Collaborative Learning States in an Augmented Reality Study",2020,"synchroni"
"Effect of Immediate Feedback on Math Achievement at the High School Level",2020,"mathematics educ"
"Automated Prediction of Novice Programmer Performance Using Programming Trajectories",2020,"introductory program"
"Examining Students’ Intrinsic Cognitive Load During Program Comprehension – An Eye Tracking Approach",2020,"program comprehens"
"Agent-in-the-Loop: Conversational Agent Support in Service of Reflection for Learning During Collaborative Programming",2020,"human-ai collabor"
"Toward an Automatic Speech Classifier for the Teacher",2020,"educational data min"
"Constructing Automated Revision Graphs: A Novel Visualization Technique to Study Student Writing",2020,"text analysi"
"When Lying, Hiding and Deceiving Promotes Learning - A Case for Augmented Intelligence with Augmented Ethics",2020,"teacher perspect"
"Understanding Collaborative Question Posing During Computational Modeling in Science",2020,"synergistic learn"
"Machine Learning and Student Performance in Teams",2020,"teamwork"
"Scanpath Analysis of Student Attention During Problem Solving with Worked Examples",2020,"problem solving & worked exampl"
"Helping Teachers Assist Their Students in Gamified Adaptive Educational Systems: Towards a Gamification Analytics Tool",2020,"gamif"
"Understanding Rapport over Multiple Sessions with a Social, Teachable Robot",2020,"multiple sessions interact"
"Exercise Hierarchical Feature Enhanced Knowledge Tracing",2020,"intelligent educ"
"Sequence-to-Sequence Models for Automated Text Simplification",2020,"text simplif"
"Relationships Between Math Performance and Human Judgments of Motivational Constructs in an Online Math Tutoring System",2020,"principle component analysi"
"Automated Short-Answer Grading Using Deep Neural Networks and Item Response Theory",2020,"item response theori"
"Automatic Dialogic Instruction Detection for K-12 Online One-on-One Classes",2020,"one-on-one class"
"Exploring the Role of Perspective Taking in Educational Child-Robot Interaction",2020,"spatial perspective tak"
"Evaluating Student Learning in a Synchronous, Collaborative Programming Environment Through Log-Based Analysis of Projects",2020,"robot"
"Adaptive Forgetting Curves for Spaced Repetition Language Learning",2020,"language learn"
"Learning from Interpretable Analysis: Attention-Based Knowledge Tracing",2020,"interpretable analysi"
"Identifying Beneficial Learning Behaviors from Large-Scale Interaction Data",2020,"test prepar"
"A Gamified Solution to the Cold-Start Problem of Intelligent Tutoring System",2020,"cold start"
"Bridging Over from Learning Videos to Learning Resources Through Automatic Keyword Extraction",2020,"content analysi"
"The Potential for the Use of Deep Neural Networks in e-Learning Student Evaluation with New Data Augmentation Method",2020,"e-learn"
"A Large-Scale, Open-Domain, Mixed-Interface Dialogue-Based ITS for STEM",2020,"dialogue-based tutoring system"
"Contingent Scaffolding for System Safety Analysis",2020,"system safeti"
"The Exploration of Feeling of Difficulty Using Eye-Tracking and Skin Conductance Response",2020,"metacognitive experi"
"Sense of Agency in Times of Automation: A Teachers’ Professional Development Proposal on the Ethical Challenges of AI Applied to Education",2020,"educ"
"Improving Students’ Problem-Solving Flexibility in Non-routine Mathematics",2020,"strategi"
"Investigating Transformers for Automatic Short Answer Grading",2020,"transfer learn"
"Predicting Learners Need for Recommendation Using Dynamic Graph-Based Knowledge Tracing",2020,"dynamic graph"
"Is a Dialogue-Based Tutoring System that Emulates Helpful Co-constructed Relations During Human Tutoring Effective?",2015,"natural-language tutoring system"
"Predicting Comprehension from Students’ Summaries",2015,"textual complex"
"Learning Bayesian Networks for Student Modeling",2015,"machine learn"
"Tutorial Dialogue Modes in a Large Corpus of Online Tutoring Transcripts",2015,"dialogue mod"
"Data-Driven Worked Examples Improve Retention and Completion in a Logic Tutor",2015,"data-driven"
"Improving Engagement in an E-Learning Environment",2015,"time-on-task"
"Using Eye Tracking to Identify Learner Differences in Example Processing",2015,"eye track"
"The Design Rationale of Logic-Muse, an ITS for Logical Reasoning in Multiple Contexts",2015,"cognitive diagnosi"
"Evaluating the Effectiveness of Integrating Natural Language Tutoring into an Existing Adaptive Learning System",2015,"natural language tutor"
"Adapting Collaboration Dialogue in Response to Intelligent Tutoring System Feedback",2015,"collaborative learn"
"The Role of Student Choice Within Adaptive Tutoring",2015,"adaptive tutor"
"Identifying Affective Trajectories in Relation to Learning Gains During the Interaction with a Tutoring System",2015,"learn"
"A Tutorial Dialogue System for Real-Time Evaluation of Unsupervised Dialogue Act Classifiers: Exploring System Outcomes",2015,"unsupervised machine learn"
"A Predictive Model of Learning Gains for a Video and Exercise Intensive Learning Environment",2015,"predict"
"Integrating Learning Progressions in Unsupervised After-School Online Intelligent Tutoring",2015,"tutoring system"
"When More Intelligent Tutoring in the Form of Buggy Messages Does not Help",2015,"randomized controlled tri"
"Supporting Students’ Interactions over Case Studies",2015,"case studi"
"A Framework for Automated Generation of Questions Based on First-Order Logic",2015,"automated deduct"
"Fine-Grained Analyses of Interpersonal Processes and Their Effect on Learning",2015,"interpersonal process"
"Promoting Metacognitive Awareness within a Game-Based Intelligent Tutoring System",2015,"metacognit"
"Student Performance Estimation Based on Topic Models Considering a Range of Lessons",2015,"topic model"
"Towards a Model of How Learners Process Feedback",2015,"hint"
"Item Response Model with Lower Order Parameters for Peer Assessment",2015,"rater characterist"
"Positive Impact of Collaborative Chat Participation in an edX MOOC",2015,"survival analysi"
"Selection Task and Computer-Based Feedback to Improve the Searching Process in Task-Oriented Reading Situations",2015,"selecting text inform"
"Personalized Expert Skeleton Scaffolding in Concept Map Construction",2015,"expert skeleton map"
"Using Eye Gaze Data to Explore Student Interactions with Tutorial Dialogues in a Substep-Based Tutor",2015,"substep-based tutor"
"UML-IT: An ITS to Teach Multiple Modelling Tasks",2015,"open-ended task"
"Virtual Teams in Massive Open Online Courses",2015,"team based learn"
"Promoting Self-regulated Learning in an Intelligent Tutoring System for Writing",2015,"self-assess"
"Exploring Missing Behaviors with Region-Level Interaction Network Coverage",2015,"student behavior"
"Educational Technologies to Support Linguistically Diverse Students, and the Challenges of Classroom Integration",2015,"classroom"
"Developing Self-regulated Learners Through an Intelligent Tutoring System",2015,"motivational belief"
"Building Compiler-Student Friendship",2015,"programming task"
"Who Needs Help? Automating Student Assessment Within Exploratory Learning Environments",2015,"intelligent tutor system"
"Toward Combining Individual and Collaborative Learning Within an Intelligent Tutoring System",2015,"collaborative learn"
"Motivating Learning in the Age of the Adaptive Tutor",2015,"learn"
"Towards Multimodal Affective Detection in Educational Systems Through Mining Emotional Data Sources",2015,"affective comput"
"Promoting Metacognition Within a Game-Based Environment",2015,"game-based learn"
"Negotiation-Driven Learning: A New Perspective of Learning Using Negotiation",2015,"open learner model"
"Supporting K-5 Learners with Dialogue Systems",2015,"virtual ag"
"Sharing Student Models That Use Machine Learning",2015,"intelligent tutoring system"
"Moody Agents: Affect and Discourse During Learning in a Serious Game",2015,"serious gam"
"Examining the Predictive Relationship Between Personality and Emotion Traits and Learners’ Agent-Direct Emotions",2015,"agent-directed emot"
"Evaluating Human and Automated Generation of Distractors for Diagnostic Multiple-Choice Cloze Questions to Assess Children’s Reading Comprehension",2015,"reading comprehens"
"Machine Learning for Holistic Evaluation of Scientific Essays",2015,"argument"
"Learning to Diagnose a Virtual Patient: an Investigation of Cognitive Errors in Medical Problem Solving",2015,"metacognit"
"Studying Student Use of Self-Regulated Learning Tools in an Open-Ended Learning Environment",2015,"self-regulated learn"
"Educational Question Answering Motivated by Question-Specific Concept Maps",2015,"educational question answ"
"Situated Pedagogical Authoring: Authoring Intelligent Tutors from a Student’s Perspective",2015,"intelligent tutoring system"
"Two Modes are Better Than One: a Multimodal Assessment Framework Integrating Student Writing and Drawing",2015,"multimodal assess"
"To Resolve or not to Resolve? that is the Big Question About Confusion",2015,"cognitive effort"
"Motivational Design in an Intelligent Tutoring System that Helps Students Make Good Task Selection Decisions",2015,"self-regulated learn"
"SNS Messages Recommendation for Learning Motivation",2015,"social network"
"How Spacing and Variable Retrieval Practice Affect the Learning of Statistics Concepts",2015,"learner model"
