"Article","Year","Author","Stem"
"Sharing and reusing data and analytic methods with LearnSphere",2019,"Koedinger, K","learning metr"
"Implicit and explicit emotions in MOOCs",2019,"Syed, M","survey"
"Grading emails and generating feedback",2019,"Unnam, A","semi-structured text analysi"
"Incorporating prior practice difficulty into performance factors analysis to model Mandarin tone learning",2019,"Cao, M","performance factors analysi"
"A comparative analysis of emotional words for learning effectiveness in online education",2019,"Jo, J","video lectur"
"Characterising students' writing processes using temporal keystroke analysis",2019,"Malekian, D","writing process"
"Investigating writing style development in high school",2019,"Lorenzen, S","writing style analysi"
"Supporting minority student success by using machine learning to identify at-risk students",2019,"Jayaraman, J.D","minority student retent"
"Exploring the link between motivations and gaming",2019,"Dang, S","motiv"
"Visualization and clustering of learner pathways in an interactive online learning environment",2019,"Furr, D.","partitioning around medoid"
"A generalizable performance evaluation model of driving games via risk-weighted trajectories",2019,"Flemming, R","regress"
"Collaboration analysis using object detection",2019,"Guo, Z","object detect"
"Design and deployment of a better university course search: Inferring latent",2019,"Dong, M","inferred keyword"
"Kappa learning: A new item-similarity method for clustering educational items from response data",2019,"Nazaretsky, T","similarity measur"
"Using a glicko-based algorithm to measure in-course learning",2019,"Reddick, R.","student model"
"Exploring neural network models for the classification of students in highly interactive environments",2019,"Käser, T","recurrent neural network"
"Exploring stealth assessment via deep learning in an open-ended virtual environment",2019,"Reilly, J.M","recurrent neural network"
"Detecting suggestions in peer assessments",2019,"Zingle, G","text analyt"
"Towards discovering problem similarity through deep learning: Combining problem features and user behavior",2019,"Mussack, D","item similar"
"A self-attentive model for knowledge tracing",2019,"Pandey, S","sequential recommend"
"Smart learning object recommendations based on time-dependent learning need models",2019,"Krauss, C","user model"
"Investigating effects of considering mobile and desktop learning data on predictive power of learning management system (LMS) features on student success",2019,"Sher, V","mobile learn"
"The influence of school demographics on the relationship between students' help-seeking behavior and performance and motivational measures",2019,"Karumbaiah, S","math learn"
"Detecting wheel-spinning and productive persistence in educational games",2019,"Elizabeth Owen, V","predictive model"
"Student knowledge diagnosis on response data via the model of sparse factor learning",2019,"Zhang, Y","student group"
"Categorizing students' questions using an ensemble hybrid approach",2019,"Harrak, F","question categor"
"Hybrid deep neural networks to predict socio-moral reasoning skills",2019,"Tato, A","learner model"
"DAS3H: Modeling student learning and forgetting for optimally scheduling distributed practice of skills",2019,"Choffin, B","optimal schedul"
"Do learners know what's good for them? Crowdsourcing subjective ratings of OERs to predict learning gains",2019,"Whitehill, J","treatment effect estim"
"Toward instrumenting makerspaces: Using motion sensors to capture students' affective states in open-ended learning environments",2019,"Ramirez, L","monitoring tool"
"Grade prediction based on cumulative knowledge and co-taken courses",2019,"Ren, Z","next-term grade predict"
"Scholars walk: A Markov chain framework for course recommendation",2019,"Polyzou, A","random walk"
"Time-series insights into the process of passing or failing online university courses using neural-induced interpretable student states",2019,"Jeon, B","mentor's not"
"Towards a general purpose anomaly detection method to identify cheaters in massive open online courses",2019,"Alexandron, G","mooc"
"Identifying profiles of collaborative problem solvers in an online electronics environment",2018,"Andrews-Todd, J","ontolog"
"GritNet: Student performance prediction with deep learning",2018,"Kim, B.-H","student performance predict"
"Predictive student modeling for interventions in online classes",2018,"Eagle, M","logistic regress"
"Re-designing the structure of online courses to empower educational data mining",2018,"Chen, Z","supporting teach"
"Studying affect dynamics and chronometry using sensor-free detectors",2018,"Botelho, A.F","sensor-free detector"
"Predicting individualized learner models across tutor lessons",2018,"Eagle, M","student model"
"Contextual derivation of stable BKT parameters for analyzing content efficacy",2018,"Agarwal, D","contextual guess slip"
"Predicting learning by analyzing eye-gaze data of reading behavior",2018,"Rajendran, R","reading behavior"
"Forgetting curves and testing effect in an adaptive learning and assessment system",2018,"Matayoshi, J","testing effect"
"Machine beats human at sequencing visuals for perceptual-fluency practice",2018,"Sen, A","machine learn"
"What can we learn from college students’ network transactions? Constructing useful features for student success prediction",2018,"Pytlarz, I","student success predict"
"Automated speech act categorization of chat utterances in virtual internships",2018,"Gautam, D","online tutor"
"Mining MOOC lecture transcripts to construct concept dependency graphs",2018,"ALSaad, F","edge exist"
"A Comparison of Features for the Automatic Labeling of Student Answers to Open-ended Questions",2018,"Mantecon, J.G.A","mention embed"
"Quantyler: Apportioning credit for student forum participation",2018,"Bihani, A","forum assess"
"Predicting student enrollment based on student and college characteristics",2018,"Slim, A","student characterist"
"Exploring collaboration using motion sensors and multi-modal learning analytics",2018,"Reilly, J.M","physical synchroni"
"Job description mining to understand work-integrated learning",2018,"Chopra, S","work-integrated learn"
"Predicting quitting in students playing a learning game",2018,"Karumbaiah, S","personalized learn"
"Modeling math identity and math success through sentiment analysis and linguistic features",2018,"Crossley, S","on-line learn"
"Predicting student performance based on online study habits: A study of blended courses",2018,"Sheshadri, A","predictive model"
"Finding topics in enrollment data",2018,"Motz, B","learning analyt"
"Improving stealth assessment in game-based learning with LSTM-based analytics",2018,"Akram, B","strategy us"
"Impact of corpus size and dimensionality of LSA spaces from Wikipedia articles on autotutor answer evaluation",2018,"Cai, Z","lsa"
"Understanding student procrastination via mixture models",2018,"Park, J","probabilistic mixture model"
"Intelligent instructional hand offs",2018,"Fancsali, S.E","higher educ"
"Filtered time series analyses of student problem-solving behaviors in game-based learning",2018,"Sawyer, R","time seri"
"A hybrid multi-criteria approach using a genetic algorithm for recommending courses to university students",2018,"Esteban, A","hybrid multi-criteria approach"
"Accurate measurement of lexical sophistication with reference to ESL learner data",2018,"Naismith, B","esl"
"Using a common sense knowledge base to auto generate multi-dimensional vocabulary assessments",2018,"Mittal, R.S","personalized vocabulary learn"
