"Article","Year","Author","Stem"
"A Learning Environment That Combines Problem-Posing and Problem-Solving Activities",2013,"Ryuichi_Nakaike","problem pos"
"A Machine Learning Grading System Using Chatbots",2019,"Ifeanyi_G._Ndukwe","chatbot"
"A Markov Decision Process Model of Tutorial Intervention in Task-Oriented Dialogue",2013,"Kristy_Elizabeth_Boyer","tutorial dialogu"
"A Multi-layered Architecture for Analysis of Non-technical-Skills in Critical Situations",2017,"Vanda_Luengo","ill-defined domain"
"A Multimodal Alerting System for Online Class Quality Assurance",2019,"Jiahao_Chen","multimodal learn"
"A Player Model for Adaptive Gamification in Learning Environments",2015,"Michel_Desmarais","gamif"
"A Predictive Model of Learning Gains for a Video and Exercise Intensive Learning Environment",2015,"Pedro_J._Muñoz_Merino","educational data min"
"A Preliminary Evaluation of the Usability of an AI-Infused Orchestration System",2018,"Hugh_Burkhardt","orchestr"
"A Question Generation Framework for Teachers",2018,"Niels_Pinkwart","question gener"
"A Socratic Tutor for Source Code Comprehension",2020,"Zeyad_Alshaikh","socratic method"
"A Study of Automatic Speech Recognition in Noisy Classroom Environments for Automated Dialog Analysis",2015,"Marci_Glaus","google speech"
"A System-General Model for the Detection of Gaming the System Behavior in CTAT and LearnSphere",2018,"Ryan_Baker","gaming the system"
"A Systematic Approach for Analyzing Students’ Computational Modeling Processes in C2STEM",2019,"Nicole_Hutchins","learning by model"
"A Task-Oriented Dialogue System for Moral Education",2019,"Qinggang_Meng","moral educ"
"“Mind” TS: Testing a Brief Mindfulness Intervention with an Intelligent Tutoring System",2018,"James_R._Brockmole","intelligent tutoring system"
"“Thanks Alisha, Keep in Touch”: Gender Effects and Engagement with Virtual Learning Companions",2017,"James_Lester","learning companion"
"Active Learning for Efficient Testing of Student Programs",2018,"Shirish_Shevade","student program"
"Active Learning for Improving Machine Learning of Student Explanatory Essays",2018,"Simon_Hughes","exploratory essai"
"Adapting Collaboration Dialogue in Response to Intelligent Tutoring System Feedback",2015,"Vincent_Aleven","problem solv"
"Adapting Step Granularity in Tutorial Dialogue Based on Pretest Scores",2017,"Sandra_Katz","tutorial dialogu"
"Adaptive Assessment in an Instructor-Mediated System",2013,"Robert_E._Wray","assess"
"Adaptive Forgetting Curves for Spaced Repetition Language Learning",2020,"Andrew_Rice","spaced repetit"
"Adaptive Learning Goes to China",2018,"Wei_Cui","adaptive learn"
"Adaptive Learning Open Source Initiative for MOOC Experimentation",2018,"Glenn_Lopez","adapt"
"Adaptive Representation of Digital Resources Search Results in Personal Learning Environment",2015,"Pascal_Estraillier","visual represent"
"Adaptive Support for Representation Skills in a Chemistry ITS Is More Effective Than Static Support",2019,"Martina_Rau","multiple represent"
"Adaptive Visual Dialog for Intelligent Tutoring Systems",2018,"Patrick_Watson","intelligent tutoring system"
"Affective Sequences and Student Actions Within Reasoning Mind",2020,"Ryan_Baker","affect dynam"
"Agent-in-the-Loop: Conversational Agent Support in Service of Reflection for Learning During Collaborative Programming",2020,"Haokang_An","conversational ag"
"AI Enabled Tutor for Accessible Training",2020,"Prajwal_Paudyal","ai enabled tutor"
"Aligning and Comparing Data on Emotions Experienced during Learning with MetaTutor",2013,"Roger_Azevedo","emot"
"Alleviating the Negative Effect of Up and Downvoting on Help Seeking in MOOC Discussion Forums",2015,"Gaurav_Tomar","help seek"
"Am I Wrong or Am I Right? Gains in Monitoring Accuracy in an Intelligent Tutoring System for Writing",2015,"Erica_L._Snow","tutor"
"Amplifying Teachers Intelligence in the Design of Gamified Intelligent Tutoring Systems",2018,"Ig_Ibert_Bittencourt","its authoring tool"
"An Adaptive Coach for Invention Activities",2017,"Jenna_Marks","invent"
"An Annotation Protocol for Collecting User-Generated Counter-Arguments Using Crowdsourcing",2019,"Kentaro_Inui","critical think"
"An Approach to Model Children’s Inhibition During Early Literacy and Numeracy Acquisition",2020,"Guilherme_Medeiros_Machado","learn"
"An Authoring Tool for Semi-automatic Generation of Self-assessment Exercises",2013,"Nathalie_Guin","semi-automatic generation of exercis"
"An Automatic Approach for Mining Patterns of Collaboration around an Interactive Tabletop",2013,"Roberto_Martinez_Maldonado","data min"
"An Evaluation of Data-Driven Programming Hints in a Classroom Setting",2020,"Samiha_Marwan","data-driven hint"
"An Evaluation of the Effectiveness of Just-In-Time Hints",2013,"John_Connelly","just-in-time help"
"An Instructional Factors Analysis of an Online Logical Fallacy Tutoring System",2018,"Nicholas_Diana","informal log"
"An Integrated Emotion-Aware Framework for Intelligent Tutoring Systems",2015,"Nathan_C._Hall","emot"
"An Intelligent-Agent Facilitated Scaffold for Fostering Reflection in a Team-Based Project Course",2019,"Clarence_Ngoh","online mob program"
"Analysis of Emotion and Engagement in a STEM Alternate Reality Game",2013,"Rajiv_Maheswaran","positive word"
"Analysis of Gamification Elements. A Case Study in a Computer Science Course",2019,"Raquel_Hijón_Neira","gamif"
"Analysis of Holistic Interactions Between Lecturers and Students in Lectures",2019,"Takeshi_Kohama","lectur"
"Analysis of Task Difficulty Sequences in a Simulation-Based POE Environment",2020,"Ji_Hyun_Yu","task difficulti"
"Analyzing Students’ Design Solutions in an NGSS-Aligned Earth Sciences Curriculum",2019,"Kevin_W._McElhaney","technology-enhanced learn"
"Annotated Examples and Parameterized Exercises: Analyzing Students’ Behavior Patterns",2019,"Shaghayegh_Sahebi","student sequence analysi"
"Assessing and Improving Learning Outcomes for Power Management Experiments Using Cognitive Graph",2019,"Shuyang_Zhong","learning outcom"
"Assessing Free Student Answers in Tutorial Dialogues Using LSTM Models",2018,"Vasile_Rus","intelligent tutoring system"
"Assessing Question Quality Using NLP",2017,"Kristopher_J._Kopp","intelligent tutoring system"
"Assessing Student Answers to Balanced Tree Problems",2017,"Huy_Nguyen","computer sci"
"Assessing the Collaboration Quality in the Pair Program Tracing and Debugging Eye-Tracking Experiment",2017,"Joshua_Martinez","eye-track"
"Assessment and Learning of Qualitative Physics in Newton’s Playground",2013,"Yoon_Jeon_Kim","stealth assess"
"Assistance in Building Student Models Using Knowledge Representation and Machine Learning",2013,"Vanda_Luengo","knowledge diagnost"
"Auto-scoring Discovery and Confirmation Bias in Interpreting Data during Science Inquiry in a Microworld",2013,"Kenneth_Koedinger","science inquiri"
"Auto-Sending Messages in an Intelligent Orchestration System: A Pilot Study",2019,"Salman_Cheema","classroom orchestration system"
"Autoencoders for Educational Assessment",2019,"Suely_Oliveira","neural network"
"Automated Analysis of Middle School Students’ Written Reflections During Game-Based Learning",2020,"Jonathan_Rowe","reflect"
"Automated Feedback on the Structure of Hypothesis Tests",2019,"Paul_Drijvers","domain reason"
"Automated Personalized Feedback Improves Learning Gains in An Intelligent Tutoring System",2020,"Iulian_Vlad_Serban","intelligent tutoring system"
"Automated Pitch Convergence Improves Learning in a Social, Teachable Robot for Middle School Mathematics",2018,"Heather_Pon_Barry","entrain"
"Automated Summarization Evaluation (ASE) Using Natural Language Processing Tools",2019,"Minkyung_Kim","natural language process"
"Automatic Chinese Short Answer Grading with Deep Autoencoder",2018,"Shengquan_Yu","automatic grad"
"Automatic Classification for Cognitive Engagement in Online Discussion Forums: Text Mining and Machine Learning Approach",2020,"Samir_Bennani","text min"
"Automatic Classification of Error Types in Solutions to Programming Assignments at Online Learning Platform",2019,"Timofey_Bryksin","mooc"
"Automatic Construction of a Phonics Curriculum for Reading Education Using the Transformer Neural Network",2019,"Stanislas_Dehaene","phonics instruct"
"Automatic Dialogic Instruction Detection for K-12 Online One-on-One Classes",2020,"Zitao_Liu","dialogic instruct"
"Automatic Extraction of AST Patterns for Debugging Student Programs",2017,"Timotej_Lazar","programming tutor"
"Automatic Generation of Problems and Explanations for an Intelligent Algebra Tutor",2019,"Eric_Butler","it"
"Automatic Grading System Using Sentence-BERT Network",2020,"Ifeanyi_G._Ndukwe","neural network"
"Automatically Generating Discussion Questions",2013,"Carolyn_Rosé","question gener"
"AutoMentor: Artificial Intelligent Mentor in Educational Game",2013,"Fazel_Keshtkar","automentor"
"Autonomous Agent that Provides Automated Feedback Improves Negotiation Skills",2018,"James_Finch","negoti"
"AutoTutor 2013: Conversation-Based Online Intelligent Tutoring System with Rich Media (Interactive Event)",2013,"Keli_Cheng","autotutor"
"Balancing Human Efforts and Performance of Student Response Analyzer in Dialog-Based Tutors",2018,"Smit_Marvaniya","student response analysi"
"Balancing Learning and Engagement in Game-Based Learning Environments with Multi-objective Reinforcement Learning",2017,"Robert_Sawyer","tutorial plan"
"Bayesian Diagnosis Tracing: Application of Procedural Misconceptions in Knowledge Tracing",2019,"Qiushi_Xu","procedural misconcept"
"Behavioral Engagement Detection of Students in the Wild",2017,"Eda_Okur","behavioral engagement detect"
"Behavioral Explanation versus Structural Explanation in Learning by Model-Building",2018,"Tomoya_Horiguchi","learning by model"
"Behavioural Cloning of Teachers for Automatic Homework Selection",2019,"Paula_Buttery","homework select"
"Blocking Vs. Interleaving: Examining Single-Session Effects Within Middle School Math Homework",2015,"Neil_Heffernan","interleav"
"Boosting Engagement with Educational Software Using Near Wins",2018,"Mohammad_M._Khajah","near-win"
"Bridging Over from Learning Videos to Learning Resources Through Automatic Keyword Extraction",2020,"H._Ulrich_Hoppe","video analysi"
"Bring It on! Challenges Encountered While Building a Comprehensive Tutoring System Using ReaderBench",2018,"Jianmin_Dai","natural language process"
"Can a Teachable Agent Influence How Students Respond to Competition in an Educational Game?",2017,"Mats_Lind","educational gam"
"Can Ontologies Support the Gamification of Scripted Collaborative Learning Sessions?",2020,"Seiji_Isotani","gamif"
"Can Preschoolers Profit from a Teachable Agent Based Play-and-Learn Game in Mathematics?",2013,"Magnus_Haake","teachable ag"
"Can Short Answers to Open Response Questions Be Auto-Graded Without a Grading Rubric?",2017,"Xi_Yang","auto-grad"
"Challenges of Using Observational Data to Determine the Importance of Example Usage",2015,"Yun_Huang","student model"
"Characterizing Students Based on Their Participation in the Class",2018,"Shadi_Esnaashari","students’ particip"
"Characterizing Students’ Learning Behaviors Using Unsupervised Learning Methods",2017,"Yi_Dong","open-ended learning environ"
"Checking It Twice: Does Adding Spelling and Grammar Checkers Improve Essay Quality in an Automated Writing Tutor?",2019,"Kathryn_S._McCarthy","automated writing evalu"
"Class Distinctions: Leveraging Class-Level Features to Predict Student Retention Performance",2013,"Xiaolu_Xiong","educational data min"
"Classifying Educational Questions Based on the Expected Characteristics of Answers",2018,"Rodney_Nielsen","question classif"
"Cluster-Based Prediction of Mathematical Learning Patterns",2013,"Juliane_Kohn","feature process"
"Cognitive Tutor Use in Chile: Understanding Classroom and Lab Culture",2015,"Ignacio_Casas","classroom observ"
"Coherence Over Time: Understanding Day-to-Day Changes in Students’ Open-Ended Problem Solving Behaviors",2015,"John_S._Kinnebrew","open-ended learning environ"
"Collaboration Improves Student Interest in Online Tutoring",2017,"Ivon_Arroyo","affective st"
"Combining Semantic Interpretation and Statistical Classification for Improved Explanation Processing in a Tutorial Dialogue System",2013,"Myroslava_O._Dzikovska","tutorial dialogu"
"Comfort with Robots Influences Rapport with a Social, Entraining Teachable Robot",2019,"Heather_Pon_Barry","teachable ag"
"Communication at Scale in a MOOC Using Predictive Engagement Analytics",2018,"Samuel_D._Meyer","representation learn"
"Communication Strategies and Affective Backchannels for Conversational Agents to Enhance Learners’ Willingness to Communicate in a Second Language",2017,"Yuki_Hayashi","willingness to communicate in l2"
"Comparing Representations for Learner Models in Interactive Simulations",2015,"Lauren_Fratamico","educational data min"
"Comparing Student Models in Different Formalisms by Predicting Their Impact on Help Success",2013,"Sébastien_Lallé","student model"
"Complementary Effects of Sense-Making and Fluency-Building Support for Connection Making: A Matter of Sequence?",2013,"Vincent_Aleven","multiple graphical represent"
