"Article","Year","Stem"
"Design and evaluation of teacher assistance tools for exploratory learning environments",2016,"teacher assistance tool"
"Affecting Off-Task Behaviour: How Affect-aware feedback can improve student learning",2016,"exploratory learning environ"
"Exploring the relation between Self-regulation, Online activities, and academic performance: A case study",2016,"learning analyt"
"What and when: The role of course type and timing in students' academic performance",2016,"early warning system"
"Student affect during learning with a MOOC",2016,"data collect"
"Critical perspectives on writing analytics",2016,"natural language process"
"Longitudinal engagement, performance, and social connectivity: A MOOC case study using exponential random graph models",2016,"exponential random graph model"
"Modeling common misconceptions in learning process data",2016,"fraction arithmet"
"Analysing engagement in an online management programme and implications for course design",2016,"engagement and perform"
"Investigating social and semantic user roles in MOOC discussion forums",2016,"experiment"
"Measuring financial implications of an early alert System",2016,"evalu"
"English language learner experiences of formal and informal learning environments",2016,"analyt"
"A Gaze-based learning analytics model: In-Video visual feedback to improve learner's attention in MOOCs",2016,"mooc"
"A conceptual framework linking learning design with learning analytics",2016,"learning analyt"
"Enhancing the efficiency and reliability of group differentiation through partial credit",2016,"group differenti"
"Bringing order to chaos in MOOC discussion forums with content-related thread identification",2016,"machine learn"
"Analyzing Students' intentionality towards badges within a case study using khan academy",2016,"khan academi"
"When to stop? - Towards universal instructional policies",2016,"instructional polici"
"Automating assessment of collaborative writing quality in multiple stages: The case of wiki",2016,"metadiscours"
"Using A/B testing in MOOC environments",2016,"controlled online test"
"Learning analytics community exchange: Evidence hub",2016,"evid"
"Topic modeling for evaluating students' reflective writing: A case study of pre-Service teachers' journals",2016,"educ"
"Investigating collaborative learning success with physiological coupling indices based on electrodermal activity",2016,"collaborative learn"
"Elaborating data intensive research methods through researcher-practitioner partnerships",2016,"learning analyt"
"LAL workshop: Learning analytics for learners",2016,"learning analytics for learn"
"Privacy and analytics - it's a DELICATE issue a checklist for trusted learning analytics",2016,"educational data min"
"Using machine analysis to make elementary students' mathematical thinking visible",2016,"formative assess"
"Investigating boredom and engagement during writing using multiple sources of information: The essay, the writer, and keystrokes",2016,"intelligent tutoring system"
"Data literacy for learning analytics",2016,"communic"
"Putting temporal analytics into practice: The 5th international workshop on temporality in learning data",2016,"cscl"
"Bayesian modelling of student misconceptions in the one-digit multiplication with probabilistic programming",2016,"learning analyt"
"Supporting learning by considering emotions: Tracking and visualization. A case study",2016,"quantified-self"
"Evaluation of an adaptive practice system for learning geography facts",2016,"computerized adaptive practic"
"Studying the relationship between BKT fitting error and the skill difficulty index",2016,"bkt-bf"
"Real-time indicators and targeted supports: Using online platform data to accelerate student learning",2016,"community college developmental mathemat"
"A Rule-Based indicator definition tool for personalized learning analytics",2016,"learning analyt"
"Multimodal analytics to study collaborative problem solving in pair programming",2016,"collaborative problem solv"
"Student differences in regulation strategies and their use of learning resources: Implications for educational design",2016,"cluster analysi"
"Multimodal learning analytics data challenges",2016,"multimod"
"Combining click-Stream data with NLP tools to better understand MOOC completion",2016,"educational data min"
