"Article","Year","Stem"
"Extending the assistance model: Analyzing the use of assistance over time",2013,"assistance progress model"
"Predicting group programming project performance using SVN activity traces",2013,"data min"
"Does representational understanding enhance fluency – Or vice versa? Searching for mediation models",2013,"intelligent tutoring system"
"Identifying and visualizing the similarities between course content at a learning object, module and program level",2013,"moodl"
"A spectral learning approach to knowledge tracing",2013,"spectral learn"
"Visual exploration of interactions and performance with LEMO",2013,"learning management system"
"DARE: Deep Anaphora Resolution in dialogue based intelligent tutoring systems",2013,"dialogue system"
"Determining review coverage by extracting topic sentences using a graph-based clustering approach",2013,"lexico-semantic match"
"Educational data mining: Illuminating student learning pathways in an online fraction game",2013,"educational gam"
"Mining temporally-interesting learning behavior patterns",2013,"interestingness measur"
"Mining users’ behaviors in intelligent educational games prime climb a case study",2013,"behavior discoveri"
"A meta-learning approach for recommending a subset of white-box classification algorithms for Moodle datasets",2013,"meta-learn"
"Students' use of support functions in DBAs: Analysis of NAEP grade 8 mathematics process data",2019,"process data"
"A methodology for student video interaction patterns analysis and classification",2019,"mooc"
"Evaluating fairness and generalizability in models predicting on-time graduation from college applications",2019,"common app"
"Predicting student academic outcomes in UK secondary phase education: An architecture for machine learning and user interaction",2019,"human in the loop"
"Academic performance estimation with attention-based graph convolutional networks",2019,"educational data min"
"Generalizability of sensor-free affect detection models in a longitudinal dataset of tens of thousands of students",2019,"generaliz"
"Rank-based tensor factorization for student performance prediction",2019,"tensor factor"
"A comparison of automated scale short form selection strategies",2019,"genetic algorithm"
"Second LABBEC workshop: Learning analytics, building bridges between the education and the computing communities",2019,"psychometr"
"Studying factors influencing the prediction of student STEM and non-STEM career choice",2019,"factor analysi"
"Detecting creativity in an open ended geometry environment",2019,"geogebra"
"It's a match! Reciprocal recommender system for graduating students and jobs",2019,"latent dirichlet alloc"
"Optimizing assignment of students to courses based on learning activity analytics",2019,"student assignment to cours"
"Probabilistic modeling of peer correction and peer assessment",2019,"statistical model"
"Identifying collaborative learning states using unsupervised machine learning on eye-tracking, physiological and motion sensor data",2019,"multimodal learning analyt"
"Machine-learned or expert-engineered features? Exploring feature engineering methods in detectors of student behavior and affect",2019,"feature engin"
"Machine learning based decision support system for categorizing MOOC discussion forum posts",2019,"machine learn"
"Clustering students based on their prior knowledge",2019,"students model"
"Towards the prediction of semantic complexity based on concept graphs",2019,"knowledge graph"
"Validating the myth of average through evidences",2019,"evidence based competency model"
"Sparse neural attentive knowledge-based models for grade prediction",2019,"knowledge-based model"
"Towards modeling students' problem-solving skills in non-routine mathematics problems",2019,"student model"
"Skills embeddings: A neural approach to multicomponent representations of students and tasks",2019,"skills embed"
"Active learning for student affect detection",2019,"student affect detect"
"Learning feature analysis for quality improvement of web-based teaching materials using mouse cursor tracking",2019,"mouse cursor track"
"Hello? Who is posting, who is answering, and who is succeeding in Massive Open Online Courses",2019,"mooc"
"Shedding light on the automated essay scoring process",2019,"deep learn"
"Design and evaluation of a semantic indicator for automatically supporting programming learning",2019,"levenshtein algorithm"
"Adding duration-based quality labels to learning events for improved description of students' online learning behavior",2019,"online learning modul"
