"Article","Year","Author","Stem"
"Towards enabling feedback on rhetorical structure with neural sequence models",2019,"Cotos, E.","automatic essay evalu"
"Increasing the impact of learning analytics",2019,"Joksimovic, S.","adopt"
"An analysis of student representation, representative features and classification algorithms to predict degree dropout",2019,"Nunes, B.P.","degree dropout analysi"
"Reliable deep grade prediction with uncertainty estimation",2019,"Rangwala, H.","bayesian deep learn"
"Exploring students' sensemaking of learning analytics dashboards: Does frame of reference make a difference?",2019,"Joksimović, S.","epistemic network analysi"
"UPM: Discovering course enrollment sequences associated with success",2019,"Karypis, G.","discriminative sequence analysi"
"Comprehension factor analysis: Modeling student's reading behaviour",2019,"Carvalho, P.","education data min"
"Knowledge Query Network for Knowledge Tracing: How Knowledge Interacts with Skills",2019,"Yeung, D.-Y.","deep learn"
"Player pairs valuation in ice hockey",2019,"Carlsson, N.","data min"
"Predicting pass receiver in football using distance based features",2019,"Gautrais, C.","distance based featur"
"Real-time power performance prediction in tour de france",2019,"Gray, P.","autoencod"
"Football pass prediction using player locations",2019,"Liu, T.","footbal"
"Ranking the teams in european football leagues with agony",2019,"Ritter, J.","agoni"
"Predicting the receivers of football passes",2019,"Zhang, Z.","football pass predict"
"Measuring football players’ on-the-ball contributions from passes during games",2019,"Van Haaren, J.","football analyt"
"Distinguishing between roles of football players in play-by-play match event data",2019,"Van Haaren, J.","football analyt"
"Model trees for identifying exceptional players in the NHL and NBA drafts",2019,"Schulte, O.","logistic model tre"
"Automatic classification of strike techniques using limb trajectory data",2019,"Orth, D.","combat sport"
"Player valuation in European football",2019,"Lambrix, P.","data min"
"Forecasting the fifa world cup – combining result- and goal-based team ability parameters",2019,"Davis, J.","football match outcome predict"
"A progressive resampling algorithm for finding very sparse investment portfolios",2019,"Ukkonen, A.","portfolio select"
"A web crawling environment to support financial strategies and trend correlation: – extended abstract –",2019,"Santomauro, G.","big data"
"Calibrating the mean-reversion parameter in the hull-white model using neural networks",2019,"Anagnostou, I.","calibr"
"Deep factor model: Explaining deep learning decisions for forecasting stock returns with layer-wise relevance propagation",2019,"Uchida, T.","deep factor model"
"Exploring students eating habits through individual profiling and clustering analysis",2019,"Monreale, A.","clustering analysi"
"A comparison of neural network methods for accurate sentiment analysis of stock market tweets",2019,"Seyeditabari, A.","neural network"
"Privacy preserving client/vertical-servers classification",2019,"Ahmadi, Z.","privacy preserving data min"
"ICIE 1.0: A novel tool for interactive contextual interaction explanations",2019,"Duivesteijn, W.","awar"
"A multivariate and multi-step ahead machine learning approach to traditional and cryptocurrencies volatility forecasting",2019,"Caelen, O.","dynamic factor model"
"A differential privacy workflow for inference of parameters in the rasch model",2019,"Nyrnberg, D.E.","differential privaci"
"Data-driven generation of rubric criteria from an educational programming environment",2018,"Eagle, M.","assess"
"“I’ll do it!”: Examining the relationship between locus of control and math game retention for preschoolers",2018,"Rhim, J.","locus of control"
"Capitalisation of analysis processes: Enabling reproducibility, openness and adaptability thanks to narration",2018,"Lefevre, M.","adapt"
"Driving data storytelling from learning design",2018,"Martinez-Maldonado, R.","dashboard"
"Discovery and temporal analysis of latent study patterns in MOOC interaction sequences",2018,"Dillenbourg, P.","cluster"
"Classroom size, activity and attendance: Scaling up drivers of learning space occupation",2018,"Peace, C.","class attend"
"PHS profiling students from their questions in a blended learning environment",2018,"Bouchet, F.","blended learn"
"Conceptualizing Co-enrollment: Accounting for student experiences across the curriculum",2018,"Matthew DeMonbrun, R.","curriculum analyt"
"Towards a data archiving solution for learning analytics",2018,"Munguia, P.","barriers to adopt"
"An application of participatory action research in advising-Focused learning analytics",2018,"Sewell, A.","advis"
"The pragmatic maxim as learning analytics research method",2018,"Lang, C.","inquiri"
"Gaze insights into debugging behavior using learner-Centred analysis",2018,"Sharma, K.","behaviour regul"
"Graph-Based visual topic dependency models supporting assessment design and delivery at scale",2018,"Khosravi, H.","graph algorithm"
"Embracing imperfection in learning analytics",2018,"Shum, S.B.","accuraci"
"The half-Life of MOOC knowledge a randomized trial evaluating knowledge retention and retrieval practice in MOOCs",2018,"Kizilcec, R.F.","experi"
"Prospectively predicting 4-Year college graduation from student applications",2018,"Gardener, M.","college appl"
"Connecting decentralized learning records: A blockchain based learning analytics platform",2018,"Flanagan, B.","blockchain"
"A multi-Dimensional analysis of writing flexibility in an automated writing evaluation system",2018,"Likens, A.D.","feedback"
"A generalized classifier to identify online learning tool disengagement at scale",2018,"Lewkow, N.","apache spark"
"Analytics-Enabled teaching as design: Reconceptualisation and call for research",2018,"Thompson, K.","analyt"
"Towards a writing analytics framework for adult english language learners",2018,"Munteanu, C.","adult learn"
"A framework for developing metrics of youth engagement in informal learning environments",2018,"Baltes, J.","engag"
"Epistemic network analysis of students’ longer written assignments as formative/Summative evaluation",2018,"Siebert-Evenstone, A.","epistemic network analysi"
"Multi-Institutional positioning test feedback dashboard for aspiring students lessons learnt from a case study in flanders",2018,"Verbert, K.","case studi"
"The complexities of developing a personal code of ethics for learning analytics practitioners implications for institutions and the field",2018,"Macfadyen, L.P.","code of eth"
"Correlating affect and behavior in reasoning mind with state test achievement",2018,"Victoria Almeda, M.","affection detect"
"Are MOOC forums changing?",2018,"Dowell, N.","forum us"
"License to evaluate: Preparing learning analytics dashboards for educational practice",2018,"Scheffel, M.","competit"
"Co-Creation strategies for learning analytics",2018,"Lodge, J.M.","co-creat"
"Explaining learning performance using response-Time, self-Regulation and satisfaction from content: An fsQCA approach",2018,"Economides, A.A.","configur"
"A qualitative evaluation of a learning dashboard to support advisor-Student dialogues",2018,"Gutiérrez, F.","information visu"
"A diagnostic tool for competency-Based program engineering",2018,"Goutte, C.","cognitive diagnostic model"
"The influence of students’ cognitive and motivational characteristics on students’ use of a 4C/ID-based online learning environment and their learning gain",2018,"Elen, J.","adaptive learn"
"Reciprocal peer recommendation for learning purposes",2018,"Khosravi, H.","peer learn"
"Rethinking learning analytics adoption through complexity leadership theory",2018,"Poquet, O.","complex"
"The RAP system: Automatic feedback of oral presentation skills using multimodal analysis and low-Cost sensors",2018,"Domínguez, F.","filled-paus"
"The teacher in the loop: Customizing multimodal learning analytics for blended learning",2018,"Prieto, L.P.","blended learn"
"Supporting teachers’ intervention in students’ virtual collaboration using a network based model",2018,"Swiecki, Z.","acm proceed"
"The classroom as a dashboard: Co-designing wearable cognitive augmentation for K-12 teachers",2018,"Hong, G.","awar"
